index_MFF start 	 end 	 duration	 mean	 std	 residue	 prompt_rate
38	2776	2793	18	4	-3.3484	0.055464	0.055373	0.064189	0.089864	179303.4444	
39	2794	2827	34	4	-3.206	0.084842	0.24474	0.12124	0.16974	179272.3235	
40	2828	2943	116	4	-3.2812	0.084816	0.83448	0.41366	0.57912	177340.5948	
41	2944	2967	24	4	-3.1854	0.062738	0.094466	0.085585	0.11982	176932.875	
42	2968	2972	5	4	-3.3806	0.12718	0.080868	0.01783	0.024962	176752.4	
43	2973	2976	4	4	-4.043	0.19433	0.15106	0.014264	0.01997	174073.5	
44	2977	2989	13	4	-3.3203	0.07694	0.076957	0.046358	0.064902	174952.3077	
45	2990	2993	4	4	-3.6799	0.13137	0.069028	0.014264	0.01997	174270	
46	2994	3031	38	4	-3.3816	0.064317	0.15719	0.13551	0.18971	174690.4474	
47	3032	3081	50	4	-3.1799	0.087171	0.37994	0.1783	0.24962	174500.32	
48	3082	3083	2	4	-5.3175	0.20104	0.080836	0.0071321	0.0099849	170409.5	
49	3084	3084	1	4	-4.2287	0	0	0.003566	0.0049924	173580	
50	3085	3092	8	4	-3.6285	0.097202	0.075586	0.028528	0.03994	174638.375	
51	3093	3102	10	4	-3.3345	0.075562	0.057096	0.03566	0.049924	175161.1	
52	3103	3103	1	4	-4.3952	0	0	0.003566	0.0049924	175707	
53	3104	3104	1	4	-4.9049	0	0	0.003566	0.0049924	175617	
54	3105	3110	6	4	-3.922	0.11495	0.079288	0.021396	0.029955	175430	
55	3111	3142	32	4	-3.6625	0.061184	0.11979	0.11411	0.15976	175175.6563	
56	3143	3148	6	4	-3.3126	0.12484	0.093515	0.021396	0.029955	174879.1667	
57	3149	3152	4	4	-3.8057	0.14218	0.080866	0.014264	0.01997	173574.5	
58	3153	3158	6	4	-3.4455	0.03019	0.0054684	0.021396	0.029955	174254.6667	
59	3159	3161	3	4	-4.8878	0.17312	0.089916	0.010698	0.014977	170620.3333	
60	3162	3166	5	4	-3.6792	0.12842	0.082456	0.01783	0.024962	174233.2	
61	3167	3167	1	4	-2.895	0	0	0.003566	0.0049924	176058	
62	3168	3168	1	4	-3.3654	0	0	0.003566	0.0049924	174736	
63	3169	3170	2	4	-2.4923	0.15506	0.04809	0.0071321	0.0099849	173048.5	
64	3171	3171	1	4	-2.9759	0	0	0.003566	0.0049924	170904	
65	3172	3172	1	4	-2.3184	0	0	0.003566	0.0049924	171619	
66	3173	3189	17	4	-2.987	0.038445	0.025127	0.060622	0.084871	174143.7647	
67	3190	3233	44	4	-2.8512	0.058098	0.14851	0.15691	0.21967	173897.8409	
68	3234	3272	39	4	-2.9705	0.063166	0.15561	0.13908	0.19471	173562.2821	
69	3273	3273	1	4	-3.4479	0	0	0.003566	0.0049924	173668	
70	3274	3274	1	4	-4.0571	0	0	0.003566	0.0049924	174152	
71	3275	3278	4	4	-3.3273	0.11784	0.055541	0.014264	0.01997	173976.75	
72	3279	3416	138	4	-3.1192	0.056678	0.44331	0.49211	0.68896	173263.7609	
